x1; x2; x3; y
-7.51; 39.28; 48.01; 11.28 
21.73; -15.34; -5.75; 37.02 
-39.38; 20.12; -30.09; -52.55 
36.17; -36.37; 2.39; 34.40 
48.60; -12.87; 35.87; 84.94 
28.32; -34.62; -44.09; 50.09 
9.93; -12.64; -10.13; 12.27 
-39.47; -31.49; -10.66; -156.98 
-25.39; -22.05; 25.72; -128.47 
-32.71; 15.41; -44.74; -31.43 
-22.79; -42.23; 12.86; -146.86 
-2.08; -49.38; -28.72; -71.17 
0.18; -10.87; -7.19; -13.83 
-35.13; -19.13; -37.94; -103.26 
21.91; 21.10; -15.70; 108.28 
46.90; -5.15; -35.48; 146.47 
-49.68; -48.93; -49.34; -186.98 
-20.48; -21.02; 30.30; -116.47 
-49.40; -33.05; 11.63; -203.69 
-48.27; -37.92; -41.21; -169.93 
-20.52; 40.64; -28.18; 33.99 
21.95; 41.35; -32.62; 156.15 
-18.76; 33.92; -47.10; 41.17 
10.77; 25.05; -3.85; 75.53 
48.86; -28.56; 10.69; 77.00 
-5.31; 43.87; -41.12; 91.31 
-29.68; 48.87; -35.93; 28.67 
-27.87; -12.56; 40.82; -130.00 
5.83; -14.57; -46.73; 24.64 
18.97; 27.65; 20.24; 84.94 
8.51; -45.68; 43.94; -89.17 
-46.52; -46.48; 16.57; -222.74 
-28.67; -33.54; -23.89; -120.84 
21.25; -43.95; -4.76; -14.83 
3.36; -25.14; -48.28; 0.55 
-42.65; -11.85; 19.86; -154.20 
46.76; 2.04; -9.66; 139.48 
23.70; -4.50; -31.70; 80.54 
-7.01; -37.32; -38.95; -56.27 
18.95; -3.73; 23.42; 27.93 
15.20; -29.24; 23.50; -26.90 
-5.72; -30.48; -34.15; -44.35 
-39.71; -7.41; -2.08; -122.09 
-35.95; -27.89; -23.13; -131.73 
-5.35; -24.41; -34.11; -32.79 
23.78; -3.28; -9.43; 66.40 
23.80; -19.30; -32.71; 55.81 
-30.76; -24.83; 37.89; -157.19 
18.30; 38.85; 40.67; 87.45 
-3.77; 34.81; -23.78; 66.98 
8.50; 37.16; -14.41; 98.13 
-14.72; -23.13; -48.94; -45.55 
-45.15; 46.79; -5.37; -40.42 
-3.19; -37.37; 17.50; -87.55 
-20.91; -12.91; -25.30; -62.40 
-45.87; -12.40; 6.20; -153.96 
-17.82; -24.96; -39.88; -64.02 
-23.67; 0.73; -49.66; -28.29 
-35.13; 8.48; -2.81; -81.22 
16.18; 15.19; -37.02; 97.90 
-34.10; -11.15; -33.65; -89.70 
40.59; -48.17; -10.36; 35.54 
39.11; 22.83; 25.78; 128.24 
-20.73; -48.84; -28.14; -122.32 
-18.93; 17.29; -26.41; -3.55 
25.60; -42.90; 19.42; -18.84 
46.33; 47.32; 8.19; 203.87 
20.11; 23.27; -6.78; 100.47 
41.89; 4.45; -19.02; 137.11 
-13.26; 43.28; -6.51; 42.65 
46.57; -38.89; -7.35; 66.03 
13.06; 10.70; -34.67; 79.71 
1.07; 4.40; 36.71; -17.29 
12.07; 29.11; -1.44; 84.41 
44.38; -5.36; 15.23; 101.60 
-23.69; 49.79; 25.76; 1.21 
40.62; -32.29; -26.32; 75.07 
12.81; -6.45; -4.05; 26.52 
12.37; -22.45; -48.84; 30.60 
-12.34; 20.21; 19.80; -14.41 
-2.87; -30.57; 48.48; -97.76 
-13.16; -8.70; 46.72; -86.90 
2.27; -5.83; 39.13; -33.55 
-6.03; -3.23; 36.30; -49.93 
-33.49; -18.46; -2.12; -124.06 
37.85; -26.48; -48.73; 94.09 
-14.49; -36.35; -21.04; -88.56 
-18.54; -23.55; -25.07; -74.52 
-41.19; -49.54; 10.22; -208.60 
-9.50; -28.49; -2.36; -74.88 
-28.56; 33.67; -37.33; 6.36 
20.39; -37.07; -3.90; -5.88 
3.68; 12.28; 38.58; 2.27 
-38.90; 45.93; -27.19; -8.45 
-42.21; 28.07; -5.46; -64.78 
46.69; -44.90; 25.42; 31.65 
-33.91; -23.35; 14.61; -146.11 
30.38; -8.60; 12.46; 59.23 
-29.44; -42.90; 43.26; -188.95 
-7.61; 0.26; 36.00; -48.01 
-43.86; 1.35; 32.66; -144.05 
-49.83; 0.94; -16.42; -124.98 
-39.78; -40.15; -1.17; -179.93 
46.16; -18.37; -48.67; 131.18 
-24.52; -39.13; -24.16; -118.87 
-20.36; -9.26; 37.14; -100.73 
-20.69; 32.47; 21.83; -17.71 
37.02; 16.20; 49.09; 93.67 
7.46; 37.08; 47.13; 49.57 
-49.07; -12.07; 8.19; -163.73 
-22.71; -22.35; 23.84; -120.18 
-37.28; 49.41; -2.30; -16.33 
36.33; -43.02; 39.00; -3.82 
8.73; 11.40; -18.29; 56.81 
-31.38; 1.26; 0.50; -85.84 
-33.48; -26.28; -46.37; -104.89 
-40.20; -17.76; -29.39; -121.25 
13.00; -28.62; 33.09; -39.02 
36.12; -42.08; 11.52; 17.57 
45.66; 6.40; 37.62; 109.04 
-19.73; -27.16; 26.04; -121.92 
-33.60; 20.61; 14.93; -69.00 
31.68; 0.52; -49.63; 124.64 
-11.30; -46.09; 16.10; -124.15 
30.91; 21.57; -26.44; 141.98 
-29.19; -4.54; -24.06; -71.69 
-35.86; 17.01; 16.71; -82.84 
19.04; 48.91; -10.84; 145.13 
8.73; 43.34; 10.12; 91.36 
37.76; -46.39; 25.47; 4.29 
-31.55; 11.16; -45.88; -34.76 
11.37; 25.61; -31.73; 98.80 
-41.94; 32.81; -46.05; -25.75 
-10.59; -12.06; -12.41; -41.88 
-12.08; 14.99; 40.15; -37.83 
37.67; -20.45; -28.91; 89.42 
-18.75; 8.40; -1.12; -37.23 
-20.54; -30.31; 15.45; -121.81 
-29.07; 17.36; 40.36; -80.92 
-20.63; 40.70; 1.49; 11.83 
-6.05; -39.25; -9.83; -78.52 
-27.87; -37.97; 37.30; -171.61 
-27.27; 36.60; -41.97; 18.46 
-39.59; 10.54; -36.66; -64.94 
-48.97; -32.01; -47.71; -156.78 
25.81; 49.13; -28.80; 177.55 
-27.40; -35.56; -47.18; -103.60 
-11.37; -41.99; -6.62; -100.40 
26.50; -8.29; 13.24; 48.44 
49.84; -19.23; 13.59; 93.80 
-24.39; 32.38; 19.99; -26.75 
-22.65; 3.62; 44.59; -90.18 
41.36; -13.44; -24.51; 108.58 
39.80; -2.77; -33.53; 129.50 
-39.74; 27.83; 5.00; -66.10 
49.65; -41.04; 39.36; 36.25 
5.76; -39.67; -24.48; -35.70 
-7.96; 23.86; 2.14; 17.14 
22.25; 15.48; -39.49; 117.05 
9.66; 44.54; -9.96; 110.89 
1.53; 40.79; 46.29; 40.22 
18.05; 40.12; 42.70; 87.47 
22.34; 31.51; -34.83; 141.74 
-33.42; -12.77; 5.95; -119.94 
-9.69; -38.70; -45.95; -60.92 
11.92; 44.66; 40.81; 79.79 
3.51; -49.24; -4.11; -73.65 
-42.88; 3.25; -9.06; -107.16 
9.81; 12.21; -27.04; 67.69 
-27.10; -17.00; -44.21; -72.67 
-29.64; 20.28; -7.01; -42.37 
-28.06; -15.18; 44.16; -137.56 
17.62; -23.44; 35.03; -18.64 
-12.95; -19.45; -48.16; -34.82 
0.37; 5.85; 17.50; -2.49 
24.50; 35.04; 23.53; 110.68 
-16.47; 27.48; 37.56; -26.34 
25.53; -12.08; -34.01; 74.13 
7.57; 49.38; 44.82; 72.98 
42.92; 30.54; -47.58; 206.50 
-39.88; 2.81; -28.58; -85.17 
18.72; 19.53; -4.25; 88.24 
-20.72; 28.40; -1.65; -7.50 
40.30; -32.77; -38.79; 82.58 
-8.23; 32.99; -19.74; 48.47 
-30.03; -13.75; 4.96; -111.52 
-16.84; -33.59; 36.88; -133.12 
-26.60; -42.03; -38.82; -118.83 
-39.52; 5.26; -39.94; -71.50 
-37.84; -35.19; 23.80; -184.40 
-39.32; 28.21; -31.72; -37.10 
-24.24; 9.89; 42.39; -82.04 
-8.05; 34.06; 18.40; 22.61 
-24.19; -33.95; -18.49; -113.14 
8.92; -44.81; -33.60; -29.14 
-21.58; 20.57; 16.17; -36.69 
41.92; 20.83; 25.83; 132.51 
23.22; 11.04; -41.48; 113.48 
45.32; 25.65; -25.22; 188.09 
-37.49; -20.14; -7.77; -133.88 
-47.89; -37.88; -14.96; -188.24 
17.14; 21.79; -14.07; 95.06 
-4.57; -0.46; -4.86; -10.60 
14.15; 2.24; -38.17; 70.60 
-29.92; -44.53; -30.04; -138.87 
4.42; 18.47; 45.01; 10.33 
-29.00; 32.67; -32.22; -0.38 
-40.45; 27.30; 0.10; -65.36 
41.76; 12.81; -36.16; 163.98 
18.84; -42.39; -50.00; 14.69 
39.84; 9.12; 7.76; 119.74 
-18.67; -18.69; -4.21; -81.86 
45.22; 24.59; 2.22; 165.66 
49.61; -39.62; 24.11; 49.90 
-23.83; -33.79; -40.67; -95.45 
31.39; -47.66; 12.51; -5.98 
19.08; 39.72; 37.22; 93.68 
39.72; 1.99; 33.21; 88.17 
-28.34; -17.91; 11.21; -118.70 
-0.59; 23.05; -16.60; 50.02 
18.34; -6.12; 15.76; 27.75 
5.87; 34.55; 27.25; 55.47 
-44.50; -44.26; 45.68; -234.82 
41.58; -3.44; 47.88; 73.02 
-6.98; 29.77; 41.56; 0.97 
11.45; -24.04; -7.62; -5.21 
22.54; 6.58; 30.39; 50.66 
2.64; 25.55; 44.92; 17.79 
48.33; 40.12; 7.46; 197.42 
5.45; -7.42; 42.23; -29.80 
16.15; -6.04; 48.88; -2.69 
17.28; -7.51; -0.96; 34.77 
9.37; -38.10; 14.23; -51.61 
-24.04; -31.78; -33.25; -98.02 
9.27; -43.82; 44.83; -84.48 
-42.23; 11.11; -37.27; -70.81 
17.00; -26.12; 39.20; -28.11 
47.99; -39.02; 34.64; 38.66 
42.95; -1.42; -34.59; 141.36 
3.24; -24.59; 2.25; -36.22 
43.88; 42.96; -7.66; 201.23 
23.26; 6.76; 12.59; 66.14 
-25.23; 11.75; -44.50; -17.25 
-30.32; 20.15; 22.77; -66.52 
-31.88; 16.17; -36.70; -33.75 
-40.11; 13.96; 40.20; -117.30 
15.16; -38.10; 17.41; -37.92 
-47.07; -2.24; -33.75; -110.05 
21.14; -13.31; 35.42; 8.45 
38.40; -22.50; 14.82; 55.51 
8.41; -16.56; 31.11; -29.28 
36.39; -26.22; 48.32; 18.68 
32.05; 41.49; -40.53; 190.22 
35.27; -12.76; -48.87; 110.92 
-8.09; -22.47; -44.47; -29.34 
2.88; 1.44; 23.23; -7.45 
0.34; -13.11; -4.63; -19.18 
-23.45; -49.91; -24.14; -134.68 
-31.14; -30.22; -32.39; -115.61 
-46.42; -33.44; -38.28; -159.18 
-8.63; 36.37; -23.87; 56.30 
38.87; 32.74; 18.12; 150.49 
38.63; -11.08; 47.40; 51.91 
-37.38; -47.41; -4.86; -183.18 
-23.94; -15.41; -23.54; -76.45 
-18.72; -38.43; 36.89; -146.76 
3.31; -49.07; 22.60; -93.68 
23.84; 21.76; 6.30; 98.50 
42.77; -14.06; 32.26; 69.40 
18.16; 3.51; -2.85; 57.78 
11.33; -19.05; 24.09; -20.33 
-28.99; 23.45; 26.54; -59.88 
-37.06; 33.83; 48.73; -80.59 
-47.84; 13.37; 48.55; -145.92 
-9.30; -14.98; 39.78; -82.00 
-46.18; -6.29; -26.87; -119.72 
-38.47; -2.53; -31.66; -88.28 
-35.01; 1.15; -0.54; -95.32 
-35.04; 38.09; -38.84; -2.78 
40.38; -12.44; 49.88; 52.56 
6.04; 23.08; -26.99; 76.12 
-48.79; -24.76; 46.51; -213.39 
-23.31; 38.69; 37.62; -25.83 
-9.99; 11.20; 32.52; -32.99 
0.75; 24.15; 36.42; 16.41 
5.16; -40.39; -24.32; -38.73 
2.64; -31.14; 34.69; -73.28 
-22.18; 32.77; 44.85; -38.35 
47.43; -49.38; -20.72; 60.05 
-26.07; -18.84; 48.69; -141.77 
26.52; 43.90; -28.90; 170.49 
14.82; 27.85; -40.39; 118.66 
10.02; 4.53; -17.99; 48.21 
35.71; -25.53; -46.07; 87.85 
-27.79; 39.54; -9.41; -1.96 
0.55; 27.60; -20.68; 64.11 
1.54; 27.87; 7.48; 46.48 
26.93; -23.19; 23.46; 16.15 
-47.32; -12.78; 2.31; -155.76 
47.32; -35.66; 30.86; 45.45 
-38.75; 6.63; -22.30; -80.04 
-31.22; -48.24; -11.08; -162.96 
-36.57; 36.01; 48.53; -75.29 
11.42; -39.23; -15.42; -25.96 
9.88; 15.27; 23.18; 36.04 
-29.92; 46.48; 13.49; -12.73 
-5.76; -45.23; 22.62; -112.13 
38.14; -31.53; 20.86; 34.61 
-40.05; -6.16; 3.99; -125.35 
1.63; 25.39; 9.65; 40.81 
-13.55; -14.40; -2.16; -61.73 
-37.72; -10.49; 5.87; -127.82 
36.72; 39.70; -32.00; 193.73 
42.23; 48.74; 2.75; 199.01 
-39.59; -24.24; -45.66; -118.79 
7.56; 39.24; 8.40; 82.26 
-30.05; -31.97; -24.53; -121.45 
30.01; 26.28; 22.74; 111.29 
-42.79; -16.13; -44.26; -114.58 
